年份,月份,交易類別,縣市,鄉鎮市區,交易標的,土地區段位置.建物區段門牌,土地移轉總面積.平方公尺.,使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積.平方公尺.,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱, 總價.元. ,單價.元.平方公尺.,車位類別,車位移轉總面積.平方公尺.,車位總價.元.,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
101,8,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段253巷51~100號,4065,住,NA,NA,10108,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980923,88.7,3,2,2,有,有,有,36000,406,坡道平面,0,0,309340,2775245,121.58827,25.08422
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區和平東路一段1~50號,12.65,商,NA,NA,10108,土地1建物1車位0,六層,12,辦公商業大樓,見使用執照,鋼筋混凝土造,780615,143.62,0,2,2,有,無,有,46000,320,,0,0,302819,2768827,121.52338,25.02653
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區安和路二段51~100號,7.09,住,NA,NA,10108,土地1建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,NA,73.19,2,1,1,有,有,有,37500,512,,0,0,305701,2769278,121.55195,25.03049
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區和平東路三段51~100號,4.43,其他,NA,NA,10108,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,681020,54.05,1,1,1,有,有,無,18000,333,,0,0,305439,2768631,121.54933,25.02466
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區建國南路二段294巷1~50號,23.27,住,NA,NA,10108,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721129,117.02,3,2,2,有,無,有,30000,256,,0,0,304201,2768594,121.53706,25.02437
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區林森北路551~600號,9.37,商,NA,NA,10108,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,90.51,2,1,1,有,有,有,54000,597,,0,0,303098,2773174,121.52631,25.06576
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區建國北路二段201~250號,7.51,住,NA,NA,10108,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990924,153.34,3,1,2,有,有,有,65000,424,,0,0,304098,2772634,121.5362,25.06085
101,8,租賃,臺北市,松山區,建物,臺北市松山區敦化北路145巷1~50號,0,,NA,NA,10108,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,NA,16.6,1,1,1,有,無,有,9000,542,,0,0,305593,2771832,121.55098,25.05355
101,8,租賃,臺北市,中山區,建物,臺北市中山區林森北路351~400號,80.25,住,NA,NA,10108,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,560825,80.25,0,1,1,有,無,無,31000,386,,0,0,303010,2772219,121.5254,25.05714
101,8,租賃,臺北市,信義區,建物,臺北市信義區虎林街132巷1~50號,32,住,NA,NA,10108,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,78.6,3,2,1,有,無,有,16000,204,,0,0,308195,2770376,121.57671,25.04031
101,8,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路151~200號,292,工,NA,NA,10108,土地1建物1車位5,七層,12,辦公商業大樓,工業用,見使用執照,891106,292,4,0,0,有,無,有,155000,0,坡道平面,17,0,308205,2774160,121.57697,25.07447
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區長安東路一段1~50號,56.17,商,NA,NA,10108,土地1建物1車位0,五層,11,辦公商業大樓,商業用,鋼筋混凝土造,650108,510.28,4,0,1,有,有,無,130000,255,,0,0,302806,2771363,121.52335,25.04942
101,8,租賃,臺北市,士林區,建物,臺北市士林區德行西路1~50號,0,,NA,NA,10108,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970502,48.45,1,1,1,有,無,有,20000,413,,0,0,302802,2777468,121.52354,25.10454
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區和平東路一段151~200號,15.12,商,NA,NA,10108,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,770210,158.71,4,2,2,有,有,有,50000,315,,0,0,303905,2768799,121.53414,25.02623
101,8,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區松隆路51~100號,19.5,住,NA,NA,10108,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,NA,39.13,0,0,0,無,無,無,23000,588,,0,0,307419,2770849,121.56904,25.04461
101,9,租賃,臺北市,內湖區,建物,臺北市內湖區成功路四段201~250號,24.18,住,NA,NA,10109,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,740712,24.99,1,1,1,有,無,有,43000,1721,,0,0,310150,2775301,121.5963,25.0847
101,8,租賃,臺北市,大安區,建物,臺北市大安區和平東路三段101~150號,721,商,NA,NA,10108,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,930409,38.28,1,1,1,有,有,有,24000,627,,0,0,305664,2768578,121.55156,25.02418
101,8,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區忠誠路一段51~100號,36.86,住,NA,NA,10108,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721221,162.28,3,2,2,有,有,有,33000,203,,0,0,303276,2777457,121.52824,25.10442
101,8,租賃,臺北市,士林區,建物,臺北市士林區福志路51~100號,0,住,NA,NA,10108,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910109,69.19,3,1,1,有,有,有,32000,462,,0,0,303439,2776834,121.52983,25.09879
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區仁愛路四段301~350號,31.34,其他,NA,NA,10108,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701223,211.59,4,2,2,有,有,有,72000,340,,0,0,306026,2770002,121.5552,25.03702
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區金山南路二段185巷1~50號,27.8,住,NA,NA,10108,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,97.18,3,2,2,有,無,無,38000,391,,0,0,303246,2768990,121.52761,25.02798
101,8,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區健康路325巷6弄1~50號,30.48,住,NA,NA,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751020,94.38,3,2,2,有,無,有,23000,244,,0,0,307309,2771965,121.568,25.05469
101,8,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區敦化北路155巷1~50號,26.94,住,NA,NA,10108,土地1建物2車位0,地下一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840422,459.04,0,1,2,有,有,無,77778,169,,0,0,305568,2771867,121.55074,25.05387
101,7,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區農安街201~250號,1045,住,NA,NA,10107,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750331,63.17,2,1,1,有,有,有,22000,348,,0,0,304127,2773025,121.5365,25.06438
101,8,租賃,臺北市,中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段1~50號,30.01,商,NA,NA,10108,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960904,195.41,3,2,2,有,有,有,72000,368,坡道平面,0,0,302941,2771296,121.52468,25.04881
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區建國北路一段1~50號,12.5,商,NA,NA,10108,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913,129.04,2,1,2,有,有,有,63000,488,,0,0,304195,2771226,121.53711,25.04813
101,8,租賃,臺北市,大安區,房地(土地+建物)+車位,臺北市大安區臥龍街301~350號,25.69,住,NA,NA,10108,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990513,228.4,2,2,1,有,有,有,50000,219,坡道平面,0,0,306531,2767701,121.56011,25.01623
101,8,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區吳興街600巷76弄51~100號,12.46,住,NA,NA,10108,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830310,68.1,2,1,1,有,無,有,16000,235,,0,0,307551,2767975,121.57023,25.01866
101,8,租賃,臺北市,松山區,建物,臺北市松山區民生東路五段151~200號,2.67,商,NA,NA,10108,土地0建物1車位0,七層,20,套房(1房1廳1衛),商業用,鋼筋混凝土造,780629,38.21,1,0,1,有,無,無,13000,340,,0,0,306969,2772369,121.56464,25.05835
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區文德路201~250號,0,,NA,NA,10108,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871126,132.23,3,2,1,有,無,無,30000,227,,0,0,308935,2774569,121.58422,25.07814
101,8,租賃,臺北市,中山區,建物,臺北市中山區大直街57巷1~50號,0,,NA,NA,10108,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,650820,92.56,3,1,1,有,無,無,24000,259,,0,0,305277,2775125,121.54799,25.08329
101,8,租賃,臺北市,中山區,建物,臺北市中山區建國北路一段101~150號,0,,NA,NA,10108,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990318,30.41,1,0,1,有,無,無,18000,592,,0,0,304102,2771584,121.5362,25.05137
101,9,租賃,臺北市,中山區,建物,臺北市中山區北安路751~800號,0,,NA,NA,10109,土地0建物1車位0,一層,10,辦公商業大樓,住家用,鋼筋混凝土造,751120,165.29,1,0,1,有,無,有,72000,436,,0,0,305817,2775394,121.55335,25.0857
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,6.2,商,NA,NA,10108,土地1建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971229,73.83,1,1,1,有,有,有,38000,515,,0,0,303169,2772129,121.52697,25.05632
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區松江路1~50號,857,商,NA,NA,10108,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,670823,37.52,0,0,0,無,有,有,16000,426,,0,0,303763,2771153,121.53282,25.04749
101,9,租賃,臺北市,南港區,建物,臺北市南港區重陽路451~500號,0,,NA,NA,10109,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990419,175.21,2,1,2,有,無,無,49000,280,,0,0,311685,2772483,121.61139,25.0592
101,8,租賃,臺北市,南港區,建物,臺北市南港區成福路51~100號,34.81,住,NA,NA,10108,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,58.31,2,1,1,有,無,有,15000,257,,0,0,309196,2770825,121.58665,25.04433
101,9,租賃,臺北市,文山區,房地(土地+建物)+車位,臺北市文山區一壽街1~50號,38.35,住,NA,NA,10109,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851223,136.33,2,2,2,有,有,無,26500,194,坡道機械,19.14,0,306189,2763524,121.55655,24.97853
101,8,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區木新路二段201~250號,39.6,住,NA,NA,10108,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,84.9,2,2,1,有,無,有,14000,165,,0,0,307322,2764057,121.5678,24.9833
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區復興南路一段101~150號,5.38,商,NA,NA,10108,土地1建物1車位0,三層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,950424,42.51,1,1,1,有,有,有,20000,470,,0,0,304827,2770648,121.54335,25.04289
101,8,租賃,臺北市,大安區,建物,臺北市大安區仁愛路四段201~250號,10.27,住,NA,NA,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670912,78.45,2,2,1,有,有,無,25000,319,,0,0,305751,2770011,121.55248,25.03711
101,9,租賃,臺北市,北投區,房地(土地+建物),臺北市北投區泉源路1~50號,9.98,住,NA,NA,10109,土地2建物1車位0,五層,7,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710226,57.55,1,1,1,有,有,有,11000,191,,0,0,301559,2781499,121.51137,25.14097
101,9,租賃,臺北市,中正區,建物,臺北市大安區青田街2巷1~50號,0,,NA,NA,10109,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,660823,105.42,4,2,1,有,無,無,27000,256,,0,0,302319,2769262,121.51844,25.03047
101,8,租賃,臺北市,中正區,建物,臺北市中正區羅斯福路四段51~100號,0,,NA,NA,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941229,36.36,3,2,2,有,無,無,22000,605,,0,0,303933,2767471,121.53436,25.01424
101,9,租賃,臺北市,文山區,房地(土地+建物)+車位,臺北市文山區木柵路四段33巷1~50號,14.55,住,NA,NA,10109,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971208,49.67,0,1,1,無,有,有,18000,362,坡道平面,42.62,0,307658,2765219,121.57117,24.99378
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區合江街188巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,601015,88.15,3,1,2,有,有,有,36000,408,,0,0,303714,2771847,121.53236,25.05376
101,9,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路513巷1~50號,235.01,工,NA,NA,10109,土地1建物1車位2,四層,11,辦公商業大樓,工業用,鋼筋混凝土造,871022,235.01,5,0,0,有,無,有,85000,362,坡道平面,0,0,307457,2774745,121.56958,25.07978
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區陽光街51~100號,0,,NA,NA,10108,土地0建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860227,99.17,3,2,1,有,無,有,15000,151,,0,0,309094,2774258,121.58579,25.07532
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區星雲街151~200號,0,,NA,NA,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841023,99.17,3,1,2,有,無,無,30000,303,,0,0,310130,2774799,121.59608,25.08017
101,8,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區文德路208巷1~50號,27.23,住,NA,NA,10108,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831229,100.17,3,2,2,有,有,有,26700,267,,0,0,308856,2774390,121.58343,25.07652
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區民權東路一段1~50號,160.12,商,NA,NA,10108,土地1建物1車位0,九層,10,辦公商業大樓,商業用,鋼筋混凝土造,890630,167.44,0,0,0,無,有,無,75000,448,,0,0,302950,2772846,121.52483,25.0628
101,8,租賃,臺北市,中山區,房地(土地+建物)+車位,臺北市中山區敬業一路101~150號,0,住,NA,NA,10108,土地0建物1車位1,八層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,940127,74.82,1,1,1,有,有,有,33000,441,升降機械,12.92,0,305693,2775183,121.55211,25.0838
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區合江街188巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661231,110.01,3,2,2,有,無,有,24000,218,,0,0,304342,2772663,121.53862,25.0611
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區永康街13巷1~50號,42.05,住,NA,NA,10108,土地1建物1車位0,一層,6,店面(店鋪),見使用執照,鋼筋混凝土造,890927,173.48,0,0,0,無,有,有,160000,922,,0,0,303506,2769468,121.53021,25.03229
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區敦化南路二段1~50號,33.49,其他,NA,NA,10108,土地3建物1車位0,六層,18,辦公商業大樓,商業用,鋼筋混凝土造,770613,364.64,6,1,1,有,有,無,180000,494,,0,0,305309,2769520,121.54808,25.03269
101,8,租賃,臺北市,萬華區,房地(土地+建物),臺北市萬華區中華路二段301~350號,10.38,住,NA,NA,10108,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,570816,28.05,2,1,1,有,無,有,10000,357,,0,0,300859,2769163,121.50397,25.02963
101,9,租賃,臺北市,士林區,建物,臺北市士林區中山北路五段751~800號,0,,NA,NA,10109,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,620508,97.54,3,2,1,有,無,有,17000,174,,0,0,303124,2776846,121.52671,25.09891
101,9,租賃,臺北市,士林區,建物,臺北市士林區德行西路101~150號,0,住,NA,NA,10109,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680122,85.52,3,2,1,有,無,無,19000,222,,0,0,302511,2777370,121.52065,25.10366
101,9,租賃,臺北市,大安區,建物,臺北市大安區信義路四段51~100號,0,,NA,NA,10109,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,NA,84.11,3,2,1,有,有,無,25000,297,,0,0,305052,2769526,121.54553,25.03276
101,8,租賃,臺北市,大安區,建物,臺北市大安區信義路四段51~100號,0,,NA,NA,10108,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,NA,84.11,3,2,1,有,有,無,25000,297,,0,0,305048,2769530,121.54549,25.03279
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區仁愛路三段123巷9弄1~50號,43.05,住,NA,NA,10108,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711220,137.31,0,0,2,有,無,有,88000,641,,0,0,304733,2770182,121.5424,25.03869
101,9,租賃,臺北市,中山區,建物,臺北市中山區新生北路一段1~50號,0,住,NA,NA,10109,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,NA,68.89,3,1,1,有,無,無,12000,174,,0,0,303587,2771117,121.53108,25.04717
101,8,租賃,臺北市,中山區,建物,臺北市中山區中山北路二段77巷1~50號,0,,NA,NA,10108,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,981027,109.01,2,2,1,有,無,有,45000,413,,0,0,302836,2772251,121.52368,25.05744
101,8,租賃,臺北市,中正區,房地(土地+建物),臺北市中正區博愛路101~150號,13.39,商,NA,NA,10108,土地1建物1車位0,一層,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,800510,73.75,0,0,0,無,有,無,160000,2169,,0,0,301609,2770650,121.51146,25.04302
101,8,租賃,臺北市,松山區,建物,臺北市松山區新中街10巷1~50號,87.25,住,NA,NA,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,127.82,1,1,1,有,無,無,50000,391,,0,0,306589,2772522,121.56088,25.05975
101,8,租賃,臺北市,信義區,建物,臺北市信義區信義路四段351~400號,4.54,,NA,NA,10108,土地0建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,NA,132.99,0,0,0,無,有,無,38800,292,,0,0,306375,2769586,121.55864,25.03325
101,8,租賃,臺北市,信義區,建物,臺北市信義區松德路151~200號,0,住,NA,NA,10108,土地0建物1車位0,五層,21,辦公商業大樓,見使用執照,鋼骨混凝土造,841212,150.84,3,0,0,有,有,無,55556,368,,0,0,308021,2769864,121.57496,25.0357
101,9,租賃,臺北市,松山區,建物,臺北市松山區民生東路四段112巷1~50號,0,,NA,NA,10109,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,14.5,1,0,1,有,無,有,8000,552,,0,0,305948,2772204,121.55452,25.0569
101,8,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區三民路113巷1~50號,7.66,商,NA,NA,10108,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711230,38.63,1,0,1,有,有,有,11250,291,,0,0,306746,2772318,121.56243,25.0579
101,9,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區延壽街401~450號,28.6,住,NA,NA,10109,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,98.56,3,2,1,有,有,有,26000,264,,0,0,306114,2772101,121.55616,25.05596
101,8,租賃,臺北市,中正區,房地(土地+建物),臺北市中正區信義路二段101~150號,17.25,商,NA,NA,10108,土地1建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,950804,162.41,3,1,2,有,有,有,78000,480,,0,0,303312,2769663,121.52829,25.03406
101,8,租賃,臺北市,大同區,建物,臺北市大同區市民大道路一段201~250號,0,其他,NA,NA,10108,土地0建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,84.62,1,1,1,有,有,有,40000,473,,0,0,302219,2771330,121.51753,25.04914
101,9,租賃,臺北市,中正區,建物,臺北市中正區師大路151~200號,0,,NA,NA,10109,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,NA,14,1,0,1,有,無,有,7500,536,,0,0,302880,2768212,121.52396,25.02097
101,8,租賃,臺北市,中山區,房地(土地+建物)+車位,臺北市內湖區樂群二路251~300號,9.18,其他,NA,NA,10108,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,970603,50.52,1,1,1,有,有,有,30000,594,坡道機械,19.67,0,306647,2774761,121.56155,25.07996
101,8,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區新生北路三段51~100號,3.78,住,NA,NA,10108,土地1建物1車位0,六層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,690801,26.8,1,0,1,有,有,有,11000,410,,0,0,303209,2773212,121.52741,25.0661
101,8,租賃,臺北市,中山區,建物,臺北市中山區德惠街51~100號,0,,NA,NA,10108,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,710227,65,2,1,1,有,有,有,20000,308,,0,0,303203,2773221,121.52735,25.06618
101,8,租賃,臺北市,中山區,建物,臺北市中山區南京西路23巷1~50號,0,,NA,NA,10108,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650521,16,1,0,1,有,無,有,12000,750,,0,0,302551,2771852,121.52084,25.05384
101,10,租賃,臺北市,中山區,建物,臺北市中山區松江路101~150號,0,,NA,NA,10110,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,691217,128.4,3,2,0,有,有,無,70000,545,,0,0,303762,2771826,121.53284,25.05357
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區內湖路一段201~250號,0,工,NA,NA,10108,土地0建物2車位0,七層,12,廠辦,工業用,見使用執照,920107,1065.65,0,0,0,無,有,無,361882,340,其他,0,0,307201,2774931,121.56705,25.08147
101,8,租賃,臺北市,大安區,建物,臺北市大安區瑞安街135巷1~50號,29.25,住,NA,NA,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,81.92,3,2,2,有,無,無,20000,244,,0,0,304527,2768860,121.5403,25.02676
101,9,租賃,臺北市,南港區,建物,臺北市南港區忠孝東路六段70巷21弄1~50號,0,住,NA,NA,10109,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,730724,75.06,3,2,2,有,有,有,23000,306,,0,0,309070,2770994,121.58541,25.04586
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區康寧路一段101~150號,0,,NA,NA,10108,土地0建物0車位0,三層,7,店面(店鋪),見使用執照,鋼筋混凝土造,720111,1099,0,3,1,有,無,有,380000,346,,0,0,309862,2774716,121.59342,25.07943
101,8,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段201~250號,0,,NA,NA,10108,土地0建物1車位0,四層,12,辦公商業大樓,住家用,鋼筋混凝土造,NA,33,0,1,0,無,無,無,16000,485,,0,0,305933,2770446,121.5543,25.04103
101,9,租賃,臺北市,士林區,房地(土地+建物)+車位,臺北市士林區忠誠路二段1~50號,0,住,NA,NA,10109,土地0建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761116,206.78,4,2,2,有,有,有,85000,411,坡道平面,0,5000,303487,2778090,121.53036,25.11013
101,9,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區民族東路201~250號,40.76,商,NA,NA,10109,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,740515,102.49,0,0,0,無,無,無,58000,566,,0,0,303883,2773407,121.5341,25.06784
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區成功路二段426巷51~100號,26.44,住,NA,NA,10108,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670531,26.44,1,1,1,有,無,有,13000,492,,0,0,309342,2773641,121.58822,25.06974
101,8,租賃,臺北市,內湖區,建物,臺北市中山區文德路210巷30弄1~50號,31.19,商,NA,NA,10108,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990324,237.54,3,2,3,有,有,有,160000,674,坡道平面,43.44,0,308968,2774450,121.58455,25.07706
101,8,租賃,臺北市,中正區,建物,臺北市中正區汀州路一段151~200號,23.69,住,NA,NA,10108,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781227,116.7,3,2,2,有,無,無,22000,189,,0,0,301597,2768878,121.51127,25.02703
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區羅斯福路六段401~450號,22.5,商,NA,NA,10109,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,63.15,0,0,0,無,無,無,17000,269,,0,0,304533,2764825,121.5402,24.99033
101,8,租賃,臺北市,萬華區,建物,臺北市萬華區中華路一段151~200號,0,商,NA,NA,10108,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,811120,130.91,0,0,0,無,有,無,51500,393,,0,0,301220,2770519,121.5076,25.04186
101,8,租賃,臺北市,中正區,建物,臺北市中正區忠孝東路一段1~50號,0,住,NA,NA,10108,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950926,85.11,2,1,1,有,有,有,45000,529,,0,0,303052,2770810,121.52576,25.04442
101,8,租賃,臺北市,大同區,建物,臺北市大同區寧夏路1~50號,690,商,NA,NA,10108,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711224,41.36,2,1,1,有,有,有,16500,399,,0,0,301980,2772062,121.51519,25.05576
101,8,租賃,臺北市,萬華區,建物,臺北市萬華區萬大路322巷51~100號,19.25,住,NA,NA,10108,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,68.8,2,1,1,有,無,無,12000,174,,0,0,300320,2768590,121.49861,25.02447
