年份,月份,交易類別,縣市,鄉鎮市區,交易標的,土地區段位置.建物區段門牌,土地移轉總面積.平方公尺.,使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積.平方公尺.,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱, 總價.元. ,單價.元.平方公尺.,車位類別,車位移轉總面積.平方公尺.,車位總價.元.,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
101,9,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區南京東路二段24巷1~50號,0,商,NA,NA,10109,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,931209,51.76,1,1,1,有,有,有,"30,000",580,,0,0,303366,2771587,121.5289,25.05142
101,9,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區大直街1~50號,38.75,住,NA,NA,10109,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890801,221.4,4,2,2,有,有,有,"66,000",298,,0,0,305192,2774863,121.54713,25.08093
101,9,租賃,臺北市,中山區,建物,臺北市中山區南京東路二段101~150號,0,,NA,NA,10109,土地0建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,990917,60.45,1,1,1,有,有,有,"54,000",893,,0,0,303724,2771565,121.53245,25.05121
101,8,租賃,臺北市,中山區,建物,臺北市中山區新生北路二段151~200號,0,商,NA,NA,10108,土地0建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,620620,51.45,0,0,0,無,無,無,"26,000",505,,0,0,303284,2772755,121.52814,25.06197
101,8,租賃,臺北市,中山區,建物,臺北市中山區合江街101~150號,0,住,NA,NA,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,NA,74.21,0,0,0,無,無,無,"50,000",674,,0,0,304398,2772414,121.53916,25.05885
101,8,租賃,臺北市,中山區,建物,臺北市中山區合江街73巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710510,157.43,3,3,1,有,無,無,"50,000",318,,0,0,304525,2772401,121.54042,25.05873
101,8,租賃,臺北市,中山區,建物,臺北市中山區龍江路394巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710918,90.62,3,2,2,有,無,無,"25,000",276,,0,0,304525,2773294,121.54046,25.06679
101,9,租賃,臺北市,中山區,建物,臺北市中山區龍江路370巷51~100號,0,商,NA,NA,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,670902,134.45,1,2,1,有,無,無,"29,000",216,,0,0,304253,2773261,121.53776,25.0665
101,9,租賃,臺北市,中山區,建物,臺北市中山區建國北路三段93巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,690816,122.77,0,0,0,無,無,無,"50,000",407,,0,0,304136,2773207,121.5366,25.06602
101,8,租賃,臺北市,文山區,建物,臺北市文山區萬隆街1~50號,0,住,NA,NA,10108,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930827,35.8,1,0,1,有,有,有,"12,000",335,,0,0,304283,2765973,121.53777,25.00071
101,9,租賃,臺北市,中正區,建物,臺北市中正區寧波東街1~50號,0,,NA,NA,10109,土地0建物0車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,621114,401.36,0,0,0,有,無,無,"165,000",411,,0,0,302509,2769543,121.52033,25.033
101,8,租賃,臺北市,萬華區,房地(土地+建物),臺北市萬華區昆明街1~50號,77,商,NA,NA,10108,土地2建物1車位0,一層,2,店面(店鋪),,磚造,NA,135.9,0,0,0,無,無,無,"390,000",2870,,0,0,301001,2770817,121.50544,25.04455
101,8,租賃,臺北市,中正區,建物,臺北市中正區新生南路一段101~150號,0,,NA,NA,10108,土地0建物0車位0,全,3,透天厝,,加強磚造,NA,16.53,0,0,0,無,無,有,"9,000",544,,0,0,303728,2770245,121.53244,25.03929
101,8,租賃,臺北市,萬華區,房地(土地+建物),臺北市萬華區漢口街二段83巷1~50號,136,商,NA,NA,10108,土地2建物1車位0,全,1,透天厝,,木造,NA,58.95,0,0,0,無,無,無,"40,000",679,,0,0,300967,2771010,121.50511,25.0463
101,8,租賃,臺北市,南港區,建物,臺北市南港區成福路201~250號,0,住,NA,NA,10108,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,950301,36.12,2,1,1,有,有,有,"14,500",401,,0,0,309399,2770381,121.58864,25.04031
102,10,租賃,臺北市,松山區,建物,臺北市松山區延壽街330巷7弄1~50號,0,商,NA,NA,10210,土地0建物0車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,810309,71.96,1,1,1,有,有,無,"42,000",584,,0,0,306679,2772011,121.56175,25.05513
101,8,租賃,臺北市,南港區,建物,臺北市南港區玉成街151~200號,0,住,NA,NA,10108,土地0建物1車位0,一層,3,店面(店鋪),住家用,加強磚造,NA,73.02,0,0,0,無,無,無,"40,000",548,,0,0,308910,2770881,121.58382,25.04484
101,9,租賃,臺北市,信義區,建物,臺北市信義區松平路101~150號,0,住,NA,NA,10109,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800927,164.69,3,2,2,有,有,有,"60,000",364,,0,0,307437,2769286,121.56915,25.0305
101,9,租賃,臺北市,信義區,建物,臺北市信義區信義路六段12巷1~50號,0,,NA,NA,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,77.94,0,0,0,無,無,有,"28,000",359,,0,0,308016,2769527,121.5749,25.03265
101,8,租賃,臺北市,松山區,建物,臺北市松山區饒河街201~250號,0,商,NA,NA,10108,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,670317,77.85,2,2,1,有,無,無,"13,000",167,,0,0,308245,2771559,121.57726,25.05099
101,10,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區敦化南路一段100巷51~100號,273,住,NA,NA,10110,土地1建物1車位0,六層,7,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730220,191.2,4,2,2,有,無,無,"38,000",199,,0,0,305197,2770983,121.54703,25.0459
101,8,租賃,臺北市,松山區,建物,臺北市松山區南京東路五段351~400號,0,商,NA,NA,10108,土地0建物1車位0,十層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,820708,77.08,2,2,1,有,無,無,"25,000",324,,0,0,307489,2771605,121.56977,25.05143
101,8,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段205巷29弄1~50號,0,,NA,NA,10108,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,NA,99.93,0,0,0,無,無,有,"30,000",300,,0,0,305742,2770665,121.55241,25.04301
101,8,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區辛亥路二段101~150號,14.76,住,NA,NA,10108,土地1建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750705,163.78,3,1,2,有,有,有,"24,500",150,,0,0,304453,2768280,121.53955,25.02153
101,8,租賃,臺北市,大安區,建物,臺北市大安區敦化南路一段151~200號,0,,NA,NA,10108,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,NA,93.02,0,0,0,無,無,無,"25,000",269,,0,0,305337,2770687,121.5484,25.04323
101,8,租賃,臺北市,大安區,建物,臺北市大安區富陽街101~150號,0,住,NA,NA,10108,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,881227,34.13,0,0,0,無,無,有,"15,000",439,,0,0,306179,2767982,121.55664,25.01878
101,9,租賃,臺北市,大安區,建物,臺北市大安區樂利路28巷1~50號,0,,NA,NA,10109,土地0建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721125,147.79,4,2,2,有,無,無,"30,000",203,,0,0,305647,2768884,121.5514,25.02694
101,8,租賃,臺北市,大安區,建物,臺北市大安區和平東路三段228巷51~100號,0,住,NA,NA,10108,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,720530,107.08,3,2,1,有,有,有,"26,500",247,,0,0,305833,2768127,121.55321,25.0201
101,8,租賃,臺北市,士林區,建物,臺北市士林區德行西路1~50號,0,工,NA,NA,10108,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970502,47.15,1,1,1,有,有,有,"22,000",467,,0,0,302782,2777488,121.52334,25.10472
101,9,租賃,臺北市,士林區,建物,臺北市士林區德行西路1~50號,0,工,NA,NA,10109,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970502,61.98,1,1,1,有,無,有,"28,000",452,,0,0,302788,2777482,121.5234,25.10466
101,8,租賃,臺北市,北投區,建物,臺北市北投區義方街1~50號,0,,NA,NA,10108,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620717,99.83,3,2,1,有,無,無,"17,000",170,,0,0,300610,2781492,121.50196,25.14094
101,8,租賃,臺北市,士林區,建物,臺北市士林區大北路1~50號,225.37,商,NA,NA,10108,土地0建物0車位0,見其他登記事項,3,公寓(5樓含以下無電梯),住家用,加強磚造,531002,207.28,7,0,7,有,無,有,"140,000",675,,0,0,303138,2775827,121.52681,25.08971
101,8,租賃,臺北市,士林區,建物,臺北市士林區大北路1~50號,225.37,商,NA,NA,10108,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),住家用,加強磚造,531002,116.37,0,0,0,無,無,無,"75,000",644,,0,0,303133,2775832,121.52676,25.08975
101,8,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區中山北路五段699巷1~50號,27.31,住,NA,NA,10108,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821018,156.67,4,2,2,有,無,有,"36,500",233,,0,0,303161,2776721,121.52707,25.09778
101,8,租賃,臺北市,士林區,建物,臺北市士林區中山北路六段405巷51~100號,0,住,NA,NA,10108,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971209,237.98,4,2,2,有,有,有,"115,000",483,,0,0,303348,2778821,121.52901,25.11673
101,8,租賃,臺北市,北投區,房地(土地+建物)+車位,臺北市北投區行義路10巷9弄1~50號,0,住,NA,NA,10108,土地0建物1車位1,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960112,245.07,4,2,2,有,有,有,"87,000",355,坡道平面,0.05,0,303164,2779702,121.52722,25.12469
101,10,租賃,臺北市,信義區,建物,臺北市信義區松德路101~150號,0,住,NA,NA,10110,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831006,123.53,4,2,2,有,有,無,"42,000",340,坡道平面,0,0,308030,2770085,121.57506,25.03769
101,8,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區基隆路二段101~150號,48.67,商,NA,NA,10108,土地1建物2車位0,十層,12,辦公商業大樓,商業用,鋼骨混凝土造,840125,640.08,0,0,0,無,有,無,"210,000",328,,0,0,306234,2769101,121.55723,25.02888
101,9,租賃,臺北市,大安區,建物,臺北市大安區信義路四段101~150號,0,其他,NA,NA,10109,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,691124,139.04,3,2,2,有,有,有,"38,000",273,,0,0,305503,2769536,121.55,25.03283
101,9,租賃,臺北市,大安區,建物,臺北市大安區和平東路二段175巷15弄1~50號,0,住,NA,NA,10109,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760121,154.8,3,2,2,有,無,有,"36,500",236,,0,0,304719,2768793,121.5422,25.02615
101,9,租賃,臺北市,大安區,建物,臺北市大安區青田街2巷1~50號,0,,NA,NA,10109,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,71.55,2,2,1,有,無,有,"27,000",377,,0,0,303580,2769039,121.53093,25.02841
101,8,租賃,臺北市,大安區,建物,臺北市大安區敦化南路二段251~300號,11.89,,NA,NA,10108,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750207,123.5,2,2,2,有,無,有,"35,000",283,,0,0,305440,2768644,121.54934,25.02478
101,8,租賃,臺北市,大安區,建物,臺北市大安區光復南路301~350號,0,其他,NA,NA,10108,土地0建物1車位0,一層,9,店面(店鋪),見使用執照,鋼筋混凝土造,910611,81.81,0,0,0,無,有,無,"140,000",1711,,0,0,306237,2770117,121.5573,25.03805
101,9,租賃,臺北市,信義區,建物,臺北市信義區基隆路一段101~150號,0,商,NA,NA,10109,土地0建物1車位0,二層,10,辦公商業大樓,見其他登記事項,鋼筋混凝土造,881110,263.14,3,0,0,有,有,無,"68,000",258,,0,0,307217,2770871,121.56704,25.04482
101,9,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區東興路2巷1~50號,43.5,住,NA,NA,10109,土地1建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640612,30.58,1,0,1,有,無,有,"11,000",360,,0,0,306991,2771536,121.56483,25.05083
101,8,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區忠孝東路五段401~450號,7.41,其他,NA,NA,10108,土地1建物1車位0,十七層,17,辦公商業大樓,見使用執照,鋼筋混凝土造,860121,79.04,1,1,1,有,無,無,"30,000",380,,0,0,308019,2770406,121.57497,25.04059
101,8,租賃,臺北市,信義區,建物,臺北市信義區信義路五段101~150號,0,其他,NA,NA,10108,土地0建物1車位0,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,85.05,2,1,1,有,有,有,"38,800",456,,0,0,307898,2769635,121.57374,25.03363
101,8,租賃,臺北市,信義區,建物,臺北市信義區信義路五段101~150號,0,其他,NA,NA,10108,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,951229,91.2,2,1,1,有,有,有,"38,999",428,,0,0,307923,2769660,121.57399,25.03386
101,8,租賃,臺北市,大同區,建物,臺北市大同區南京西路1~50號,0,商,NA,NA,10108,土地0建物1車位0,十三層,13,辦公商業大樓,見其他登記事項,見其他登記事項,941208,48.78,1,1,1,有,有,有,"25,000",513,,0,0,302473,2771727,121.52006,25.05272
101,8,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區秀明路二段112巷1~50號,36.15,住,NA,NA,10108,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701231,23.34,1,0,1,有,無,有,"10,000",428,,0,0,308137,2764842,121.5759,24.99035
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區秀明路二段112巷1~50號,31.84,住,NA,NA,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,21.28,1,0,1,有,無,有,"10,000",470,,0,0,308126,2764818,121.57579,24.99014
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區木新路二段51~100號,39.13,住,NA,NA,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,19.01,1,0,1,有,無,有,"9,000",473,,0,0,307583,2764347,121.57039,24.98591
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區木新路二段51~100號,39.13,住,NA,NA,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,19.01,1,0,1,有,無,有,"8,000",421,,0,0,307606,2764324,121.57062,24.9857
101,8,租賃,臺北市,中正區,建物,臺北市中正區羅斯福路二段101~150號,0,其他,NA,NA,10108,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,921203,48.36,1,1,1,有,有,有,"20,000",414,,0,0,302819,2768690,121.52337,25.02529
101,9,租賃,臺北市,中山區,建物,臺北市中山區新生北路一段1~50號,0,,NA,NA,10109,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,NA,69,2,1,1,有,無,有,"11,000",159,,0,0,303596,2771109,121.53116,25.0471
101,9,租賃,臺北市,內湖區,建物,臺北市內湖區瑞光路583巷1~50號,0,工,NA,NA,10109,土地0建物2車位1,二層,7,辦公商業大樓,工商用,鋼筋混凝土造,871125,593.55,0,0,0,無,有,無,"218,000",367,坡道平面,0,3000,307277,2774830,121.5678,25.08056
101,9,租賃,臺北市,中山區,建物,臺北市中山區南京東路三段51~100號,0,商,NA,NA,10109,土地0建物1車位0,三層,14,辦公商業大樓,商業用,見使用執照,911203,288.25,3,0,0,有,有,有,"130,000",451,,0,0,304361,2771661,121.53877,25.05206
101,9,租賃,臺北市,中山區,建物,臺北市中山區天津街51~100號,0,商,NA,NA,10109,土地0建物1車位0,一層,9,店面(店鋪),商業用,鋼筋混凝土造,670116,33.72,1,0,0,無,無,無,"29,000",860,,0,0,302783,2771454,121.52312,25.05024
101,8,租賃,臺北市,中山區,建物,臺北市中山區林森北路501~550號,0,,NA,NA,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940826,43.95,2,1,1,有,有,有,"25,000",569,,0,0,303007,2772932,121.5254,25.06358
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區內湖路三段151~200號,0,住,NA,NA,10108,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710226,103.74,3,2,1,有,無,無,"14,500",140,,0,0,309443,2775582,121.5893,25.08726
101,10,租賃,臺北市,內湖區,建物,臺北市內湖區康寧路一段151~200號,51.5,商,NA,NA,10110,土地0建物1車位0,一層,NA,公寓(5樓含以下無電梯),,,NA,246.49,0,0,0,無,無,無,"55,000",223,,0,0,309994,2774661,121.59472,25.07893
101,8,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區內湖路一段217巷1~50號,26.9,住,NA,NA,10108,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,721117,81.86,2,1,1,有,有,無,"20,000",244,,0,0,306966,2775155,121.56473,25.0835
101,8,租賃,臺北市,中山區,建物,臺北市中山區建國北路二段1~50號,0,住,NA,NA,10108,土地0建物1車位0,四層,14,辦公商業大樓,商業用,鋼筋混凝土造,950713,75.9,1,1,1,有,有,有,"38,000",501,,0,0,304250,2771784,121.53767,25.05317
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路二段59巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880928,93.22,3,1,2,有,有,有,"40,000",429,,0,0,302956,2772072,121.52486,25.05582
101,8,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街61巷1~50號,26.23,住,NA,NA,10108,土地1建物1車位1,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830604,64.34,2,2,1,有,有,有,"17,500",272,升降機械,0,0,310891,2775453,121.60365,25.08604
101,9,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區大湖山莊街151~200號,11.13,住,NA,NA,10109,土地2建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820105,40.25,1,1,1,有,有,有,"13,500",335,,0,0,310437,2775639,121.59916,25.08774
101,8,租賃,臺北市,中山區,建物,臺北市中山區林森北路107巷1~50號,0,,NA,NA,10108,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941004,23.69,1,0,1,有,無,無,"11,000",464,,0,0,303101,2771395,121.52627,25.0497
101,8,租賃,臺北市,中山區,建物,臺北市中山區農安街1~50號,0,,NA,NA,10108,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690821,22.45,1,0,1,有,無,有,"10,800",481,,0,0,303122,2773034,121.52654,25.06449
101,9,租賃,臺北市,中山區,建物,臺北市中山區林森北路107巷51~100號,154,商,NA,NA,10109,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,NA,24.57,1,0,1,有,無,有,"8,000",326,,0,0,303212,2771378,121.52737,25.04954
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區內湖路二段103巷51~100號,0,住,NA,NA,10108,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711126,175.78,3,2,2,有,有,無,"41,000",233,,0,0,308561,2775082,121.58054,25.08278
101,9,租賃,臺北市,中山區,建物,臺北市中山區南京西路23巷1~50號,0,,NA,NA,10109,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650521,18,1,0,1,有,無,有,"10,000",556,,0,0,302547,2771856,121.5208,25.05388
101,8,租賃,臺北市,中山區,建物,臺北市中山區吉林路456巷1~50號,0,,NA,NA,10108,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,751103,105.3,3,2,2,有,無,有,"21,000",199,,0,0,303497,2773294,121.53027,25.06683
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區港墘路82巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960802,255.27,4,2,2,有,有,有,"71,800",281,坡道機械,12.94,0,308224,2774819,121.57719,25.08042
101,8,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區康寧路三段16巷101~150號,13,住,NA,NA,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,660422,88.03,0,0,0,無,無,無,"33,000",375,,0,0,311419,2773779,121.60881,25.07091
101,8,租賃,臺北市,內湖區,房地(土地+建物),臺北市內湖區成功路二段250巷1~50號,5.82,住,NA,NA,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,681228,89.78,0,0,0,無,無,無,"25,000",278,,0,0,309490,2773233,121.58967,25.06605
101,8,租賃,臺北市,中山區,建物,臺北市中山區松江路151~200號,0,商,NA,NA,10108,土地0建物0車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,671219,56,0,0,0,無,無,無,"24,000",429,,0,0,303840,2772127,121.53362,25.05628
101,9,租賃,臺北市,內湖區,建物,臺北市內湖區堤頂大道二段451~500號,0,工,NA,NA,10109,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980729,43.12,1,1,1,有,有,有,"18,000",417,,0,0,306694,2775075,121.56203,25.08279
102,8,租賃,臺北市,中山區,建物,臺北市中山區北安路621巷1~50號,0,住,NA,NA,10208,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650723,79.41,3,2,1,有,有,有,"23,000",290,,0,0,305312,2775072,121.54833,25.08282
101,8,租賃,臺北市,中山區,建物,臺北市中山區龍江路292巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851019,112.88,3,2,2,有,無,有,"35,000",310,,0,0,304517,2772692,121.54035,25.06136
101,9,租賃,臺北市,內湖區,房地(土地+建物)+車位,臺北市內湖區新明路351~400號,19.77,其他,NA,NA,10109,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980403,81.8,2,2,2,有,無,有,"38,000",465,坡道平面,54.4,0,308831,2772068,121.58309,25.05556
101,8,租賃,臺北市,中山區,建物,臺北市中山區林森北路85巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,760710,126,1,1,1,有,無,無,"50,000",397,,0,0,303035,2771387,121.52562,25.04963
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區辛亥路四段251~300號,37.93,商,NA,NA,10109,土地1建物1車位0,夾層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,841215,68.59,1,1,1,有,無,無,"10,000",146,,0,0,305988,2766034,121.55466,25.0012
101,8,租賃,臺北市,文山區,建物,臺北市文山區羅斯福路五段236巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,133.21,3,2,2,有,有,有,"22,000",165,,0,0,304264,2766051,121.53759,25.00141
101,9,租賃,臺北市,文山區,建物,臺北市文山區景興路151~200號,0,商,NA,NA,10109,土地0建物1車位0,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見使用執照,850104,69.18,1,0,1,有,有,有,"10,650",154,,0,0,304873,2765051,121.54358,24.99236
101,8,租賃,臺北市,文山區,建物,臺北市文山區秀明路二段118巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,900802,166.69,4,2,2,有,有,有,"33,500",201,坡道平面,42.14,0,308210,2764674,121.57662,24.98883
101,8,租賃,臺北市,中正區,建物,臺北市中正區臨沂街57巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970627,116.61,2,2,2,有,無,有,"50,000",429,,0,0,303437,2770031,121.52955,25.03737
101,8,租賃,臺北市,中正區,建物,臺北市中正區臨沂街57巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970627,103.19,2,2,2,有,無,有,"45,000",436,升降機械,33.83,0,303422,2770046,121.5294,25.03751
101,8,租賃,臺北市,中正區,建物,臺北市中正區中華路一段51~100號,0,商,NA,NA,10108,土地0建物1車位0,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,801029,371.36,1,0,1,有,有,無,"90,000",242,,0,0,301339,2770433,121.50877,25.04107
101,10,租賃,臺北市,松山區,建物,臺北市松山區八德路二段410巷88弄1~50號,186,住,NA,NA,10110,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630510,125.25,3,2,2,有,有,無,"25,000",200,,0,0,305145,2770979,121.54651,25.04587
101,9,租賃,臺北市,松山區,建物,臺北市松山區撫遠街400巷1~50號,0,住,NA,NA,10109,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600111,40.3,2,1,1,有,無,有,"10,000",248,,0,0,306995,2773168,121.56493,25.06556
101,8,租賃,臺北市,信義區,建物,臺北市信義區基隆路二段101~150號,0,商,NA,NA,10108,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,801018,78.47,0,0,0,無,無,有,"50,000",637,,0,0,306121,2768893,121.5561,25.027
101,8,租賃,臺北市,松山區,建物,臺北市松山區民生東路五段137巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660119,130.45,3,2,1,有,有,有,"40,000",307,,0,0,306697,2772415,121.56195,25.05878
101,9,租賃,臺北市,信義區,建物,臺北市信義區永吉路51~100號,0,商,NA,NA,10109,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,891026,164.06,4,2,2,有,有,有,"56,000",341,,0,0,307489,2770972,121.56974,25.04572
101,8,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路五段451~500號,0,住,NA,NA,10108,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941006,42.26,1,1,1,無,有,有,"23,000",544,,0,0,308134,2770454,121.57611,25.04102
