年份,月份,交易類別,縣市,鄉鎮市區,交易標的,土地區段位置.建物區段門牌,土地移轉總面積.平方公尺.,使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積.平方公尺.,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱, 總價.元. ,單價.元.平方公尺.,車位類別,車位移轉總面積.平方公尺.,車位總價.元.,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
101,8,租賃,臺北市,北投區,建物,臺北市北投區臺北市北投區稻香路161巷1~50號,0,住,NA,NA,10108,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930312,51.99,1,1,1,有,有,有,"18,000",346,,0,0,299280,2781564,121.48877,25.14163
101,9,租賃,臺北市,北投區,建物,臺北市北投區明德路17巷3弄1~50號,0,住,NA,NA,10109,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910911,90.39,3,2,2,有,有,有,"50,000",553,坡道平面,0,0,302122,2777737,121.51681,25.10699
101,8,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區天母北路51~100號,35.55,住,NA,NA,10108,土地1建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,700429,165.89,0,0,1,有,無,無,"65,000",392,,0,0,303120,2779385,121.52677,25.12183
101,8,租賃,臺北市,大同區,建物,臺北市大同區承德路一段24巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,NA,65.04,1,0,1,有,無,無,"22,222",342,,0,0,302094,2771470,121.51629,25.05041
101,9,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段151~200號,0,商,NA,NA,10109,土地0建物1車位0,四層,14,辦公商業大樓,住商用,鋼筋混凝土造,NA,179.04,0,0,2,無,有,無,"57,778",323,,0,0,305623,2770506,121.55123,25.04158
101,9,租賃,臺北市,大安區,建物,臺北市大安區敦化南路一段201~250號,0,住,NA,NA,10109,土地0建物1車位0,五層,12,辦公商業大樓,,鋼筋混凝土造,NA,204.24,0,0,0,無,有,無,"80,000",392,,0,0,305352,2770414,121.54854,25.04076
101,9,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區敦化南路一段301~350號,6.48,住,NA,NA,10109,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,83.25,1,1,1,有,有,有,"28,000",336,,0,0,305349,2769732,121.54848,25.0346
101,9,租賃,臺北市,大安區,建物,臺北市大安區仁愛路四段345巷2弄1~50號,0,住,NA,NA,10109,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,141.87,0,0,0,無,有,無,"49,500",349,,0,0,305886,2770159,121.55382,25.03844
101,9,租賃,臺北市,大安區,建物,臺北市大安區光復南路290巷1~50號,0,住,NA,NA,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,73.11,2,1,1,有,有,無,"24,000",328,,0,0,306244,2770212,121.55737,25.03891
101,8,租賃,臺北市,大安區,建物,臺北市大安區仁愛路四段51~100號,0,其他,NA,NA,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,NA,45.16,1,1,1,有,有,有,"20,000",443,,0,0,305303,2770010,121.54804,25.03712
101,9,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路五段351~400號,0,商,NA,NA,10109,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,NA,97.4,0,0,0,無,有,無,"150,000",1540,,0,0,307902,2770390,121.57381,25.04045
101,9,租賃,臺北市,信義區,建物,臺北市信義區基隆路一段135巷三樓1~50號,0,商,NA,NA,10109,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802,37.69,1,1,1,有,有,有,"23,000",610,,0,0,307165,2770788,121.56652,25.04407
101,8,租賃,臺北市,信義區,建物,臺北市信義區和平東路三段151~200號,0,,NA,NA,10108,土地0建物1車位0,四層,NA,住宅大樓(11層含以上有電梯),,,NA,45.08,1,1,1,有,有,無,"16,600",368,,0,0,305853,2768544,121.55343,25.02386
101,8,租賃,臺北市,信義區,建物,臺北市信義區光復南路551~600號,0,商,NA,NA,10108,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,970822,95.46,2,1,1,有,有,無,"38,000",398,,0,0,306301,2769263,121.5579,25.03034
101,9,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區和平東路三段151~200號,4.96,住,NA,NA,10109,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,36.67,0,1,0,無,無,有,"15,000",409,,0,0,305841,2768555,121.55331,25.02396
101,9,租賃,臺北市,萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~50號,11.02,住,NA,NA,10109,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,760316,104.72,3,2,2,有,無,無,"22,000",210,,0,0,300973,2768780,121.50508,25.02616
101,8,租賃,臺北市,中正區,房地(土地+建物),臺北市中正區水源路1~50號,16.22,住,NA,NA,10108,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911202,82.68,2,2,1,有,無,有,"16,000",194,,0,0,302874,2768001,121.52389,25.01907
101,8,租賃,臺北市,中正區,房地(土地+建物),臺北市中正區水源路1~50號,22.23,住,NA,NA,10108,土地1建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911202,161.7,3,2,2,有,有,有,"22,000",136,,0,0,302851,2768024,121.52366,25.01927
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區內湖路二段253巷1~50號,0,住,NA,NA,10108,土地0建物1車位2,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971008,183.68,4,1,2,有,有,無,"48,000",261,坡道平面,0,0,309397,2775159,121.58883,25.08345
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,56.83,2,1,2,有,有,有,"32,000",563,,0,0,302841,2772423,121.52373,25.05899
101,9,租賃,臺北市,中山區,建物,臺北市中山區林森北路259巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,730922,25.81,1,0,1,有,有,有,"13,000",504,,0,0,303084,2771922,121.52612,25.05446
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,42.62,1,1,2,有,有,有,"25,000",587,,0,0,302853,2772410,121.52385,25.05887
101,9,租賃,臺北市,中山區,建物,臺北市中山區林森北路119巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950818,21.84,1,1,1,有,有,有,"15,000",687,,0,0,303102,2771366,121.52628,25.04944
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路一段83巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314,80.63,2,1,1,有,有,有,"35,000",434,,0,0,302932,2771383,121.52459,25.0496
101,9,租賃,臺北市,中山區,建物,臺北市中山區農安街1~50號,0,商,NA,NA,10109,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980622,69.24,1,1,1,有,有,有,"38,000",549,,0,0,302808,2773041,121.52343,25.06457
101,9,租賃,臺北市,中山區,建物,臺北市中山區長春路301~350號,0,商,NA,NA,10109,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,940516,153.66,3,2,2,有,有,有,"71,000",462,,0,0,304511,2771880,121.54026,25.05403
101,9,租賃,臺北市,中山區,建物,臺北市中山區林森北路551~600號,0,商,NA,NA,10109,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,640519,89.76,1,2,1,有,有,有,"50,000",557,,0,0,303116,2773355,121.52649,25.06739
101,9,租賃,臺北市,中山區,房地(土地+建物),臺北市中山區龍江路331巷1~50號,0,其他,NA,NA,10109,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740312,155.33,3,2,1,有,有,有,"50,000",322,,0,0,304617,2772866,121.54135,25.06292
101,9,租賃,臺北市,中山區,建物,臺北市中山區松江路77巷1~50號,0,住,NA,NA,10109,土地0建物1車位0,十層,11,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,931224,41.69,1,1,1,有,無,有,"34,000",816,,0,0,303836,2771370,121.53355,25.04945
101,8,租賃,臺北市,中山區,建物,臺北市中山區林森北路310巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,見其他登記事項,5,店面(店鋪),,鋼筋混凝土造,NA,176.64,2,2,2,有,無,有,"90,000",510,,0,0,302965,2772121,121.52495,25.05626
101,10,租賃,臺北市,萬華區,建物,臺北市萬華區萬大路151~200號,0,,NA,NA,10110,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,640508,42.25,0,1,1,有,無,無,"18,000",426,,0,0,300550,2769027,121.5009,25.02841
101,9,租賃,臺北市,松山區,建物,臺北市松山區復興北路427巷1~50號,0,住,NA,NA,10109,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971013,47.3,1,1,1,有,有,有,"20,000",423,,0,0,305162,2772891,121.54676,25.06313
101,8,租賃,臺北市,信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷51~100號,0,住,NA,NA,10108,土地0建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860610,77,0,0,0,無,無,有,"20,000",260,坡道平面,37.71,0,307735,2770038,121.57214,25.03728
101,9,租賃,臺北市,松山區,建物,臺北市松山區民權東路三段101~150號,0,住,NA,NA,10109,土地0建物1車位0,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,730915,169.52,3,0,0,有,有,無,"62,000",366,,0,0,305188,2772729,121.54701,25.06167
101,8,租賃,臺北市,南港區,建物,臺北市南港區昆陽街140巷42弄1~50號,0,住,NA,NA,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,88.08,2,2,1,有,無,有,"20,000",227,,0,0,309809,2771349,121.59275,25.04903
101,8,租賃,臺北市,松山區,建物,臺北市松山區南京東路四段51~100號,0,商,NA,NA,10108,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,670317,70.79,1,1,0,有,有,無,"25,000",353,,0,0,305887,2771574,121.55389,25.05121
101,9,租賃,臺北市,松山區,房地(土地+建物),臺北市松山區南京東路三段335巷1~50號,0,住,NA,NA,10109,土地0建物1車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,740819,29.23,1,0,1,有,有,有,"12,000",411,,0,0,305265,2771817,121.54773,25.05343
101,9,租賃,臺北市,信義區,房地(土地+建物),臺北市信義區和平東路三段151~200號,4.96,住,NA,NA,10109,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,36.67,0,0,0,無,無,有,"13,900",379,,0,0,305849,2768547,121.55339,25.02389
101,9,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路751~800號,22.87,住,NA,NA,10109,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,51.15,0,0,0,無,無,無,"16,000",313,,0,0,308756,2770733,121.58229,25.04351
101,8,租賃,臺北市,信義區,建物,臺北市信義區基隆路二段151~200號,0,商,NA,NA,10108,土地0建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990901,103.97,2,1,1,有,有,有,"89,500",861,坡道平面,38.7,0,305878,2768639,121.55368,25.02472
101,10,租賃,臺北市,松山區,建物,臺北市松山區八德路四段701~750號,0,商,NA,NA,10110,土地0建物1車位0,一層,3,店面(店鋪),見其他登記事項,加強磚造,541118,122.13,0,0,0,無,無,無,"145,000",1187,,0,0,308230,2771471,121.5771,25.0502
101,8,租賃,臺北市,大安區,建物,臺北市大安區復興南二段111巷1~50號,0,商,NA,NA,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,910905,137.28,3,1,2,有,無,無,"30,000",219,,0,0,304881,2769246,121.54383,25.03023
101,9,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區光復南路260巷51~100號,0,住,NA,NA,10109,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701204,137.31,4,2,2,有,無,無,"37,000",269,,0,0,306006,2770384,121.55502,25.04047
101,9,租賃,臺北市,大安區,建物,臺北市大安區信義路四段251~300號,0,商,NA,NA,10109,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,711106,169.83,3,2,2,有,有,有,"75,000",442,坡道平面,0,0,305887,2769539,121.55381,25.03284
101,8,租賃,臺北市,大安區,建物,臺北市大安區敦化南路一段251~300號,0,住,NA,NA,10108,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701214,180.69,3,2,3,有,有,有,"65,000",360,,0,0,305425,2769862,121.54924,25.03578
101,9,租賃,臺北市,中正區,建物,臺北市中正區忠孝東路二段101~150號,0,,NA,NA,10109,土地0建物1車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,710408,81.57,1,1,0,有,有,無,"42,000",515,,0,0,303680,2770547,121.53198,25.04202
101,8,租賃,臺北市,松山區,建物,臺北市松山區八德路四段401~450號,4.23,商,NA,NA,10108,土地0建物1車位0,四層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,970205,43.34,1,1,1,有,有,有,"17,000",392,,0,0,307560,2771424,121.57046,25.0498
101,9,租賃,臺北市,南港區,建物,臺北市南港區東新街118巷1~50號,11.95,住,NA,NA,10109,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,98.66,3,2,1,有,有,有,"25,000",253,,0,0,309445,2771000,121.58912,25.0459
101,9,租賃,臺北市,中山區,建物,臺北市中山區松江路151~200號,0,,NA,NA,10109,土地0建物1車位0,十二層,12,辦公商業大樓,住家用,鋼筋混凝土造,700811,172.46,3,1,0,有,有,無,"60,000",348,,0,0,303771,2772199,121.53294,25.05693
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路三段1~50號,0,,NA,NA,10109,土地0建物1車位0,三層,14,辦公商業大樓,商業用,鋼筋混凝土造,NA,153.72,2,1,0,有,有,無,"51,000",332,,0,0,302762,2773111,121.52298,25.0652
101,10,租賃,臺北市,北投區,建物,臺北市北投區中央南路一段201~250號,120,,NA,NA,10110,土地0建物1車位0,一層,3,店面(店鋪),住商用,加強磚造,590924,250.53,0,0,0,無,無,有,"49,000",196,,0,0,300529,2780084,121.5011,25.12823
101,9,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段101~150號,0,,NA,NA,10109,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,710209,74.49,0,0,0,有,有,無,"30,000",403,,0,0,305511,2770436,121.55012,25.04095
101,9,租賃,臺北市,士林區,建物,臺北市士林區中庸五路1~50號,0,住,NA,NA,10109,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,570701,183.01,4,2,3,有,有,無,"50,000",273,,0,0,305742,2780080,121.5528,25.12801
101,9,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區士東路201~250號,57,住,NA,NA,10109,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,610129,85.5,2,2,1,有,無,無,"30,000",351,,0,0,303877,2778366,121.53423,25.1126
101,9,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區士東路201~250號,57,住,NA,NA,10109,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,610129,85.5,3,2,2,有,無,無,"33,000",386,,0,0,303888,2778355,121.53434,25.1125
101,9,租賃,臺北市,中山區,建物,臺北市中山區民權西路1~50號,0,,NA,NA,10109,土地0建物1車位0,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,801114,249.26,4,1,0,有,有,無,"110,000",441,坡道平面,0,0,302643,2772867,121.52179,25.063
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區秀明路二段112巷1~50號,31.84,住,NA,NA,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,21.28,1,0,1,有,無,有,"10,000",470,,0,0,308110,2764835,121.57563,24.99029
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區指南路二段45巷8弄1~50號,34,住,NA,NA,10109,土地1建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,16.66,1,0,1,有,無,有,"8,000",480,,0,0,308076,2764653,121.57529,24.98865
101,9,租賃,臺北市,文山區,房地(土地+建物),臺北市文山區新光路一段101~150號,22.5,住,NA,NA,10109,土地1建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,16.84,1,0,1,有,無,有,"8,500",505,,0,0,307944,2764915,121.57399,24.99102
101,9,租賃,臺北市,中正區,建物,臺北市中正區羅斯福路一段83巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980903,73.39,2,1,1,有,有,有,"40,000",545,,0,0,302465,2769349,121.51989,25.03125
101,9,租賃,臺北市,信義區,建物,臺北市信義區信義路五段101~150號,9.28,其他,NA,NA,10109,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,860926,64.3,1,1,1,有,無,無,"20,000",311,,0,0,307863,2769574,121.57339,25.03308
101,9,租賃,臺北市,士林區,建物,臺北市士林區天母東路1~50號,0,住,NA,NA,10109,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,751017,163.24,3,2,2,有,有,有,"57,000",349,,0,0,303741,2778908,121.53291,25.1175
101,9,租賃,臺北市,北投區,建物,臺北市北投區裕民六路51~100號,0,住,NA,NA,10109,土地0建物1車位0,十層,17,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,920221,227.25,4,2,2,有,有,有,"60,000",264,,0,0,302210,2778472,121.51771,25.11362
101,9,租賃,臺北市,北投區,房地(土地+建物),臺北市北投區石牌路二段348巷1~50號,6.75,住,NA,NA,10109,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821231,77.34,1,1,1,有,有,有,"13,000",168,,0,0,302947,2779426,121.52505,25.12221
101,9,租賃,臺北市,士林區,建物,臺北市士林區中山北路六段290巷7弄1~50號,0,住,NA,NA,10109,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930708,318.84,3,2,3,有,有,有,"90,000",282,,0,0,303199,2778083,121.5275,25.11007
101,9,租賃,臺北市,北投區,房地(土地+建物),臺北市北投區立農路二段202巷5弄1~50號,27.4,住,NA,NA,10109,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651228,92.02,3,2,1,有,無,有,"18,000",196,,0,0,301893,2778943,121.51458,25.11788
101,9,租賃,臺北市,士林區,房地(土地+建物),臺北市士林區文林路751~800號,14.14,住,NA,NA,10109,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700204,122.46,3,2,2,有,無,有,"30,000",245,,0,0,302355,2777313,121.5191,25.10315
101,9,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段216巷32弄1~50號,0,,NA,NA,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710323,132.36,3,2,2,有,無,有,"36,000",272,,0,0,305728,2770283,121.55226,25.03957
101,10,租賃,臺北市,大安區,建物,臺北市大安區忠孝東路四段216巷40弄1~50號,44.9,,NA,NA,10110,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720602,54.82,0,0,0,無,有,無,"80,000",1459,,0,0,305719,2770245,121.55217,25.03922
101,9,租賃,臺北市,大安區,建物,臺北市大安區仁愛路四段408巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970701,114.56,1,1,1,有,有,有,"40,000",349,,0,0,306215,2770011,121.55707,25.03709
101,9,租賃,臺北市,大安區,房地(土地+建物),臺北市大安區通化街101~150號,8.66,住,NA,NA,10109,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,41.49,1,1,1,有,無,有,"12,600",304,,0,0,305893,2769125,121.55385,25.0291
101,9,租賃,臺北市,大安區,建物,臺北市大安區基隆路三段1~50號,0,住,NA,NA,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,NA,113.49,0,0,0,無,無,無,"80,000",705,,0,0,305236,2768095,121.5473,25.01983
101,9,租賃,臺北市,大安區,建物,臺北市大安區信義路四段251~300號,0,,NA,NA,10109,土地0建物1車位0,八層,15,辦公商業大樓,商業用,鋼筋混凝土造,741107,99.04,0,0,0,無,有,無,"36,000",363,,0,0,306013,2769512,121.55505,25.03259
101,9,租賃,臺北市,士林區,建物,臺北市士林區天母東路51~100號,306.73,,NA,NA,10109,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,730501,166.59,0,0,0,無,無,無,"150,000",900,,0,0,303897,2778962,121.53446,25.11798
101,10,租賃,臺北市,松山區,建物,臺北市松山區南京東路四段133巷4弄1~50號,0,,NA,NA,10110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,NA,83,3,2,1,有,無,有,"35,000",422,,0,0,305931,2771658,121.55433,25.05197
101,9,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路五段751~800號,0,住,NA,NA,10109,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621205,76.62,3,1,1,有,無,無,"13,500",176,,0,0,308690,2770778,121.58163,25.04392
101,8,租賃,臺北市,信義區,建物,臺北市信義區松勤街1~50號,0,其他,NA,NA,10108,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,961225,48.75,1,1,1,有,有,有,"27,500",564,,0,0,306597,2769482,121.56084,25.0323
101,9,租賃,臺北市,信義區,建物,臺北市信義區莊敬路351~400號,0,商,NA,NA,10109,土地0建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,NA,87,0,0,0,無,無,無,"66,000",759,,0,0,307073,2768953,121.56553,25.02751
101,9,租賃,臺北市,南港區,房地(土地+建物),臺北市南港區忠孝東路六段398項1~50號,19.87,住,NA,NA,10109,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,114.39,3,2,2,有,無,有,"35,000",306,,0,0,309793,2771400,121.59259,25.04949
101,9,租賃,臺北市,信義區,建物,臺北市信義區忠孝東路五段345巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961115,65.06,1,1,1,有,有,有,"38,000",584,,0,0,307942,2770475,121.57421,25.04122
101,9,租賃,臺北市,中正區,建物,臺北市中正區新生南路一段51~100號,0,住,NA,NA,10109,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,570823,56.16,0,1,1,無,無,有,"60,000",1068,,0,0,303731,2770357,121.53247,25.04031
101,8,租賃,臺北市,大同區,建物,臺北市大同區南京西路25巷1~50號,0,,NA,NA,10108,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970626,99.8,2,2,1,有,有,有,"39,800",399,,0,0,302505,2772161,121.52039,25.05664
101,8,租賃,臺北市,中正區,建物,臺北市中正區博愛路101~150號,0,商,NA,NA,10108,土地0建物0車位0,三層,3,公寓(5樓含以下無電梯),住商用,磚造,NA,76.03,0,1,1,無,無,無,"32,000",421,,0,0,301605,2770707,121.51142,25.04354
101,9,租賃,臺北市,中山區,建物,臺北市中山區林森北路651~700號,0,商,NA,NA,10109,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961024,84.63,2,1,1,有,有,有,"38,000",449,,0,0,303087,2773350,121.52621,25.06735
101,9,租賃,臺北市,中山區,建物,臺北市中山區敬業一路128巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961127,335.62,3,2,2,有,有,有,"125,000",372,坡道平面,28.3,0,305783,2775141,121.553,25.08342
101,9,租賃,臺北市,中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,83.91,3,1,2,有,有,有,"35,000",417,,0,0,302846,2772418,121.52378,25.05894
101,9,租賃,臺北市,中山區,建物,臺北市中山區敬業一路128巷1~50號,0,商,NA,NA,10109,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961127,341.74,3,2,2,有,有,有,"130,000",380,坡道平面,31.45,0,305790,2775133,121.55307,25.08335
101,9,租賃,臺北市,中山區,建物,臺北市中山區建國北路二段1~50號,0,住,NA,NA,10109,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770524,37.39,1,0,1,有,無,有,"13,000",348,,0,0,304228,2772012,121.53746,25.05523
101,9,租賃,臺北市,中山區,建物,臺北市中山區長安東路二段151~200號,0,商,NA,NA,10109,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,601105,88.31,0,0,0,無,無,無,"50,000",566,,0,0,304495,2771258,121.54008,25.04841
101,9,租賃,臺北市,內湖區,建物,臺北市內湖區陽光街201~250號,191.24,商,NA,NA,10109,土地0建物1車位0,一層,9,辦公商業大樓,商業用,鋼筋混凝土造,910619,279.64,0,0,0,有,有,無,"125,616",449,,0,0,308365,2774065,121.57855,25.07361
101,8,租賃,臺北市,內湖區,建物,臺北市內湖區金湖路51~100號,0,商,NA,NA,10108,土地0建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,141.96,3,2,2,有,有,有,"73,000",514,坡道平面,31.39,0,310243,2774897,121.5972,25.08105
101,9,租賃,臺北市,內湖區,建物,臺北市內湖區文德路251~300號,0,住,NA,NA,10109,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961130,122.3,2,2,2,有,有,有,"43,000",352,,0,0,309415,2774728,121.58899,25.07955
101,9,租賃,臺北市,大同區,建物,臺北市大同區是民大道一段201~250號,0,住,NA,NA,10109,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,91.13,2,1,1,有,有,有,"44,500",488,,0,0,302304,2771309,121.51837,25.04895
101,8,租賃,臺北市,松山區,建物,臺北市松山區八德路二段301~350號,0,商,NA,NA,10108,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123,47.5,1,1,1,有,有,有,"28,500",600,,0,0,305030,2771164,121.54538,25.04754
